"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027502","1974-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","0",",0","28",",0","28",",0","28",",0","0",",0","0",",0","13","","3","","19740213",",,0","","","19740217",",,0","","","19740217",",,0","19740227",",,0","-41.7",",0,13,","","","10",",,0,17,","0.8",",,0,17,","-21.1",",0,27,","7090.8","0","1451.6",",0","1.6",",,,0","","","","","","","21",",,,0","-33.51",",0","-30.82",",,,0","-36.20",",,,0","","","250",",X","","","","","","","","","8.9",",X","","","","","",""
"USW00027502","1974-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","10","","1","","19740305",",,0","","","19740312","+,,0","","","19740307",",,0","19740312",",,0","-42.2",",0,05,","","","3",",,0,12,+","0.3",",,0,07,","-12.8",",0,12,","8555.9","0","1465.1",",0","0.3",",,,0","","","","","","","6",",,,0","-28.93",",0","-25.57",",,,0","-32.29",",,,0","","","80",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00027502","1974-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","","","0",",0","30",",0","30",",0","30",",0","0",",0","0",",0","5","","2","","19740403",",,0","","","19740423","+,,0","","","19740423","+,,0","19740430",",,0","-31.7",",0,03,","","","0",",T,0,23,+","0.0",",T,0,23,+","-11.1",",0,30,","9771.0","0","1215.1",",0","0.0",",T,,0","","","","","","","0",",T,,0","-22.17",",0","-18.22",",,,0","-26.13",",,,0","","","90",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00027502","1974-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","31",",0","0",",0","4",",0","31",",0","30",",0","0",",0","0",",0","21","","15","","19740501",",,0","19740513","+,,0","19740505",",,0","","","19740505",",,0","19740530",",,0","-21.7",",0,01,","102",",,0,13,+","10",",,0,05,","0.5",",,0,05,","0.6",",0,30,","10578.8","0","807.8",",0","1.7",",,,0","","","","","","","24",",,,0","-7.73",",0","-4.99",",,,0","-10.46",",,,0","","","120",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00027502","1974-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","1",",0","0",",0","11",",0","2",",0","0",",0","29",",0","6",",0","0",",0","0",",0","21","","8","","19740603",",,0","19740603",",,0","19740602",",,0","","","19740602",",,0","19740626",",,0","-10.0",",0,03,","102",",,0,03,","41",",,0,02,","3.6",",,0,02,","11.1",",0,26,","11162.6","0","583.8",",0","13.4",",,,0","","","","","","","104",",,,0","-1.13",",0","0.82",",,,0","-3.07",",,,0","","","240",",X","","","","","","","","","14.3",",X","","","","","",""
"USW00027502","1974-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","20","","10","","19740704",",,0","19740731","+,,0","19740710","+,,0","","","19740728",",,0","19740729",",,0","-3.3",",0,04,","0",",,0,31,+","0",",T,0,10,+","8.6",",,0,28,","18.9",",0,29,","446.4","0","446.4",",0","14.2",",,,0","","","","","","","0",",T,,0","3.93",",0","7.31",",,,0","0.55",",,,0","","","170","1,X","","","","","","","","","12.5","1,X","","","","","",""
"USW00027502","1974-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","20","","13","","19740820",",,0","19740831","+,,0","19740831","+,,0","","","19740815",",,0","19740829","+,,0","-1.7",",0,20,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,15,","16.7",",0,29,+","837.9","0","391.5",",0","15.1",",,,0","","","","","","","0",",,,0","5.70",",0","9.00",",,,0","2.40",",,,0","","","240",",X","","","","","","","","","11.2",",X","","","","","",""
"USW00027502","1974-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","2",",0","0",",0","1",",0","1",",0","0",",0","24",",0","9",",0","0",",0","0",",0","13","","2","","19740930",",,0","19740930",",,0","19740930",",,0","","","19740930",",,0","19740919",",,0","-8.9",",0,30,","51",",,0,30,","43",",,0,30,","4.1",",,0,30,","10.6",",0,19,","1373.8","0","535.9",",0","12.6",",,,0","","","","","","","86",",,,0","0.47",",0","2.52",",,,0","-1.58",",,,0","","","110",",X","","","","","","","","","13.9",",X","","","","","",""
"USW00027502","1974-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","0",",0","0",",0","31",",0","1",",0","16",",0","31",",0","31",",0","0",",0","0",",0","9","","3","","19741018",",,0","19741029","+,,0","19741001",",,0","","","19741001",",,0","19741011","+,,0","-24.4",",0,18,","127",",,0,29,+","25",",,0,01,","2.0",",,0,01,","-1.1",",0,11,+","2386.6","0","1012.8",",0","5.2",",,,0","","","","","","","71",",,,0","-14.34",",0","-11.96",",,,0","-16.72",",,,0","","","40",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00027502","1974-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","30",",0","0",",0","24",",0","30",",0","30",",0","0",",0","0",",0","10","","1","","19741110",",,0","19741130","+,,0","19741111","+,,0","","","19741111","+,,0","19741112",",,0","-33.3",",0,10,","127",",,0,30,+","13",",,0,11,+","0.8",",,0,11,+","-2.2",",0,12,","3595.4","0","1208.8",",0","4.2",",,,0","","","","","","","63",",,,0","-21.96",",0","-19.14",",,,0","-24.78",",,,0","","","110",",X","","","","","","","","","18.3",",X","","","","","",""
"USW00027502","1974-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","19","","1","","19741231",",,0","19741231","+,,0","19741229","+,,0","","","19741217",",,0","19741215",",,0","-46.1",",0,31,","127",",,0,31,+","8",",,0,29,+","0.5",",,0,17,","-21.1",",0,15,","5172.4","0","1577.0",",0","1.1",",,,0","","","","","","","19",",,,0","-32.54",",0","-29.70",",,,0","-35.38",",,,0","","","40",",X","","","","","","","","","8.9",",X","","","","","",""
"USW00027502","1975-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","0",",0","0",",0","31",",0","1",",0","31",",0","31",",0","31",",0","0",",0","0",",0","19","","","","19750103",",,0","19750125","+,,0","19750124",",,0","","","19750124",",,0","19750131",",,0","-47.2",",0,03,","152",",,0,25,+","30",",,0,24,","1.8",",,0,24,","-6.7",",0,31,","6746.2","0","1573.8",",0","4.6",",,,0","","","","","","","61",",,,0","-32.44",",0","-29.48",",,,0","-35.39",",,,0","","","110",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00027502","1975-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","28",",0","0",",0","26",",0","28",",0","28",",0","0",",0","0",",0","11","","","","19750225",",,0","19750228",",,0","19750205",",,0","","","19750205",",,0","19750205",",,0","-36.7",",0,25,","127",",,0,28,","23",",,0,05,","2.3",",,0,05,","-3.3",",0,05,","7967.3","0","1221.1",",0","7.4",",,,0","","","","","","","93",",,,0","-25.28",",0","-22.14",",,,0","-28.42",",,,0","","","230",",X","","","","","","","","","14.3",",X","","","","","",""
"USW00027502","1975-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","0",",0","0",",0","31",",0","0",",0","29",",0","31",",0","31",",0","0",",0","0",",0","14","","4","","19750326","+,,0","19750331","+,,0","19750319",",,0","","","19750319",",,0","19750306",",,0","-31.7",",0,26,+","178",",,0,31,+","13",",,0,19,","0.8",",,0,19,","-10.6",",0,06,","9211.9","0","1244.6",",0","4.6",",,,0","","","","","","","64",",,,0","-21.82",",0","-18.87",",,,0","-24.76",",,,0","","","60",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00027502","1975-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","30",",0","2",",0","27",",0","30",",0","30",",0","0",",0","0",",0","11","","","","19750403",",,0","19750415",",,0","19750414","+,,0","","","19750413",",,0","19750413",",,0","-31.7",",0,03,","203",",,0,15,","30",",,0,14,+","2.0",",,0,13,","-5.0",",0,13,","10368.9","0","1157.0",",0","4.6",",,,0","","","","","","","68",",,,0","-20.24",",0","-15.72",",,,0","-24.75",",,,0","","","90",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00027502","1975-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","1",",0","31",",0","30",",0","0",",0","0",",0","21","","8","","19750501",",,0","19750506","+,,0","19750517",",,0","","","19750517",",,0","19750530",",,0","-18.3",",0,01,","152",",,0,06,+","8",",,0,17,","0.8",",,0,17,","0.6",",0,30,","11160.1","0","791.2",",0","2.3",",,,0","","","","","","","20",",,,0","-7.19",",0","-4.50",",,,0","-9.88",",,,0","","","60",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00027502","1975-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","9",",0","0",",0","0",",0","25",",0","7",",0","0",",0","0",",0","26","","13","","19750601",",,0","19750604","+,,0","19750627","+,,0","","","19750629",",,0","19750629",",,0","-6.7",",0,01,","51",",,0,04,+","0",",T,0,27,+","6.1",",,0,29,","14.4",",0,29,","11683.5","0","523.4",",0","20.2",",,,0","","","","","","","0",",T,,0","0.89",",0","2.74",",,,0","-0.96",",,,0","","","240",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00027502","1975-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","2",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","21","","12","","19750724",",,0","19750731","+,,0","19750725",",,0","","","19750710",",,0","19750707",",,0","-1.7",",0,24,","0",",,0,31,+","8",",,0,25,","13.0",",,0,10,","17.8",",0,07,","476.2","0","476.2",",0","25.6",",,,0","","","","","","","8",",,,0","2.97",",0","5.00",",,,0","0.94",",,,0","","","130",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00027502","1975-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","4",",0","0",",0","0",",0","1",",0","0",",0","28",",0","4",",0","0",",0","0",",0","31","","18","","19750831",",,0","19750827","+,,0","19750826",",,0","","","19750825",",,0","19750814",",,0","-3.3",",0,31,","0",",T,0,27,+","28",",,0,26,","9.1",",,0,25,","15.0",",0,14,","998.3","0","522.1",",0","29.8",",,,0","","","","","","","39",",,,0","1.49",",0","3.95",",,,0","-0.96",",,,0","","","260",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00027502","1975-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","2",",0","0",",0","8",",0","2",",0","0",",0","28",",0","17",",0","0",",0","0",",0","21","","8","","19750928",",,0","19750930","+,,0","19750905",",,0","","","19750914",",,0","19750913",",,0","-17.2",",0,28,","25",",,0,30,+","28",",,0,05,","3.6",",,0,14,","4.4",",0,13,","1683.9","0","685.6",",0","13.1",",,,0","","","","","","","83",",,,0","-4.52",",0","-2.42",",,,0","-6.62",",,,0","","","200",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00027502","1975-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","1",",0","0",",0","31",",0","1",",0","17",",0","31",",0","31",",0","0",",0","0",",0","18","","6","","19751029",",,0","19751031","+,,0","19751026",",,0","","","19751026",",,0","19751006",",,0","-30.0",",0,29,","127",",,0,31,+","25",",,0,26,","2.5",",,0,26,","-1.1",",0,06,","2714.2","0","1030.3",",0","10.4",",,,0","","","","","","","112",",,,0","-14.90",",0","-12.39",",,,0","-17.42",",,,0","","","310",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00027502","1975-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","","","0",",0","30",",0","30",",0","30",",0","0",",0","0",",0","20","","3","","19751109",",,0","","","19751128",",,0","","","19751128",",,0","19751126",",,0","-36.7",",0,09,","","","5",",,0,28,","0.5",",,0,28,","-5.6",",0,26,","3985.9","0","1271.7",",0","2.0",",,,0","","","","","","","20",",,,0","-24.06",",0","-20.93",",,,0","-27.18",",,,0","","","100",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00027502","1975-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","25","","","","19751208",",,0","","","19751228",",,0","","","19751228",",,0","19751229",",,0","-40.0",",0,08,","","","3",",,0,28,","0.3",",,0,28,","-17.8",",0,29,","5480.7","0","1494.8",",0","0.3",",,,0","","","","","","","3",",,,0","-29.89",",0","-27.10",",,,0","-32.67",",,,0","","","100",",X","","","","","","","","","9.4",",X","","","","","",""
"USW00027502","1976-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","21","","3","","19760119",",,0","","","19760129",",,0","","","19760129",",,0","19760101",",,0","-40.6",",0,19,","","","5",",,0,29,","0.5",",,0,29,","-8.3",",0,01,","6925.7","0","1445.0",",0","1.1",",,,0","","","","","","","11",",,,0","-28.28",",0","-25.18",",,,0","-31.38",",,,0","","","260",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00027502","1976-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","0",",0","29",",0","29",",0","29",",0","0",",0","0",",0","19","","","","19760226",",,0","","","19760205",",,0","","","19760205",",,0","19760227",",,0","-40.6",",0,26,","","","10",",,0,05,","1.0",",,0,05,","-12.2",",0,27,","8341.6","0","1415.9",",0","1.8",",,,0","","","","","","","18",",,,0","-30.49",",0","-27.59",",,,0","-33.39",",,,0","","","270",",X","","","","","","","","","9.8",",X","","","","","",""
"USW00027502","1976-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","12","","1","","19760330",",,0","","","19760303",",,0","","","19760303",",,0","19760301",",,0","-35.6",",0,30,","","","10",",,0,03,","0.8",",,0,03,","-17.2",",0,01,","9725.8","0","1384.2",",0","1.1",",,,0","","","","","","","16",",,,0","-26.32",",0","-23.28",",,,0","-29.36",",,,0","","","70",",X","","","","","","","","","14.3",",X","","","","","",""
"USW00027502","1976-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","","","0",",0","25",",0","30",",0","30",",0","0",",0","0",",0","22","","5","","19760401",",,0","","","19760427","+,,0","","","19760404",",,0","19760430",",,0","-33.9",",0,01,","","","8",",,0,27,+","0.8",",,0,04,","-5.0",",0,30,","10843.2","0","1117.4",",0","2.8",",,,0","","","","","","","43",",,,0","-18.92",",0","-14.72",",,,0","-23.11",",,,0","","","100",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00027502","1976-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","28","3,0","0",",0","0",",0","31",",0","29",",0","0",",0","0",",0","20","","6","","19760510",",,0","19760522","+,3,0","19760506",",,0","","","19760529","+,,0","19760530",",,0","-17.2",",0,10,","76","3,,0,22,+","5",",,0,06,","0.3",",,0,29,+","1.7",",0,30,","11667.7","0","824.5",",0","0.9",",,,0","","","","","","","20",",,,0","-8.26",",0","-6.02",",,,0","-10.51",",,,0","","","60",",X","","","","","90",",X","","","10.7",",X","","","","","12.3",",X"
"USW00027502","1976-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","2",",0","0",",0","0",",0","27",",0","4",",0","0",",0","0",",0","24","","4","","19760601",",,0","19760602","+,,0","19760610",",,0","","","19760630","+,,0","19760623",",,0","-5.0",",0,01,","25",",,0,02,+","3",",,0,10,","2.0",",,0,30,+","15.0",",0,23,","12194.0","0","526.3",",0","7.7",",,,0","","","","","","","3",",,,0","0.79",",0","3.26",",,,0","-1.69",",,,0","","","100",",X","","","","","225",",X","","","10.7",",X","","","","","13.4",",X"
"USW00027502","1976-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","0",",0","0",",0","20","","10","","19760727","+,,0","19760731","+,,0","19760711","+,,0","","","19760704",",,0","19760729",",,0","-1.7",",0,27,+","0",",,0,31,+","0",",T,0,11,+","3.3",",,0,04,","16.7",",0,29,","457.6","0","457.6",",0","9.4",",,,0","","","","","","","0",",T,,0","3.57",",0","6.72",",,,0","0.43",",,,0","","","80",",X","","","","","225",",X","","","9.8",",X","","","","","13.4",",X"
"USW00027502","1976-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","25","","20","","19760819","+,,0","19760831","+,,0","19760809","+,,0","","","19760820",",,0","19760822",",,0","-2.2",",0,19,+","0",",,0,31,+","0",",T,0,09,+","2.5",",,0,20,","12.2",",0,22,","930.9","0","473.3",",0","4.5",",,,0","","","","","","","0",",T,,0","3.06",",0","5.83",",,,0","0.30",",,,0","","","110",",X","","","","","90",",X","","","10.3",",X","","","","","11.3",",X"
"USW00027502","1976-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","2",",0","0",",0","1",",0","1",",0","0",",0","25",",0","7",",0","0",",0","0",",0","27","","10","","19760930",",,0","19760904",",,0","19760903",",,0","","","19760902",",,0","19760911",",,0","-7.8",",0,30,","25",",,0,04,","30",",,0,03,","7.9",",,0,02,","8.9",",0,11,","1477.6","0","546.7",",0","18.4",",,,0","","","","","","","53",",,,0","0.11",",0","1.65",",,,0","-1.43",",,,0","","","50",",X","","","","","45",",X","","","13.0",",X","","","","","15.9",",X"
"USW00027502","1976-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","21",",0","1",",0","0",",0","26",",0","1",",0","11",",0","31",",0","31",",0","0",",0","0",",0","17","","1","","19761031",",,0","19761031","+,,0","19761025",",,0","","","19761025",",,0","19761017","+,,0","-22.8",",0,31,","152",",,0,31,+","36",",,0,25,","2.5",",,0,25,","-1.1",",0,17,+","2362.0","0","884.4",",0","15.0",",,,0","","","","","","","213",",,,0","-10.20",",0","-7.35",",,,0","-13.05",",,,0","","","20",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00027502","1976-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","1",",0","0",",0","30",",0","3",",0","16",",0","30",",0","30",",0","0",",0","0",",0","19","","","","19761102",",,0","19761130","+,,0","19761113",",,0","","","19761113",",,0","19761109",",,0","-30.0",",0,02,","305",",,0,30,+","41",",,0,13,","2.5",",,0,13,","-2.8",",0,09,","3403.5","0","1041.5",",0","11.4",",,,0","","","","","","","184",",,,0","-16.38",",0","-13.41",",,,0","-19.36",",,,0","","","60",",X","","","","","225",",X","","","14.3",",X","","","","","17.0",",X"
"USW00027502","1976-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","18","","2","","19761209","+,,0","19761231","+,,0","19761231",",,0","","","19761231",",,0","19761231",",,0","-33.9",",0,09,+","305",",,0,31,+","10",",,0,31,","0.5",",,0,31,","-20.0",",0,31,","4804.8","0","1401.3",",0","0.5",",,,0","","","","","","","10",",,,0","-26.87",",0","-24.79",",,,0","-28.95",",,,0","","","40",",X","","","","","45",",X","","","9.4",",X","","","","","11.8",",X"
"USW00027502","1977-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","31",",0","0",",0","29",",0","31",",0","31",",0","0",",0","0",",0","17","","2","","19770122",",,0","19770107","+,,0","19770128",",,0","","","19770128","+,,0","19770117",",,0","-33.9",",0,22,","305",",,0,07,+","15",",,0,28,","1.0",",,0,28,+","-11.7",",0,17,","6062.0","0","1257.2",",0","4.5",",,,0","","","","","","","56",",,,0","-22.22",",0","-19.77",",,,0","-24.68",",,,0","","","30",",X","","","","","45",",X","","","15.6",",X","","","","","23.6",",X"
"USW00027502","1977-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","28",",0","0",",0","27",",0","28",",0","28",",0","0",",0","0",",0","24","","5","","19770202",",,0","19770224","+,,0","19770220","+,,0","","","19770207",",,0","19770221","+,,0","-41.1",",0,02,","229",",,0,24,+","15",",,0,20,+","1.5",",,0,07,","-15.0",",0,21,+","7327.9","0","1265.9",",0","4.4",",,,0","","","","","","","49",",,,0","-26.88",",0","-24.48",",,,0","-29.28",",,,0","","","50",",X","","","","","45",",X","","","13.9",",X","","","","","18.0",",X"
"USW00027502","1977-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","23","","","","19770327",",,0","19770318","+,,0","19770306",",,0","","","19770306","+,,0","19770306","+,,0","-39.4",",0,27,","203",",,0,18,+","18",",,0,06,","1.0",",,0,06,+","-22.2",",0,06,+","8829.3","0","1501.4",",0","4.7",",,,0","","","","","","","55",",,,0","-30.10",",0","-27.17",",,,0","-33.03",",,,0","","","70",",X","","","","","45",",X","","","11.6",",X","","","","","16.4",",X"
"USW00027502","1977-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","30",",0","0",",0","25",",0","30",",0","30",",0","0",",0","0",",0","18","","4","","19770405",",,0","19770418","+,,0","19770421","+,,0","","","19770421",",,0","19770424",",,0","-35.0",",0,05,","178",",,0,18,+","5",",,0,21,+","0.5",",,0,21,","-0.6",",0,24,","10018.7","0","1189.4",",0","1.4",",,,0","","","","","","","18",",,,0","-21.32",",0","-17.49",",,,0","-25.14",",,,0","","","240",",X","","","","","180",",X","","","9.8",",X","","","","","12.9",",X"
"USW00027502","1977-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","0",",0","0",",0","29",",0","0",",0","1",",0","31",",0","29",",0","0",",0","0",",0","24","","10","","19770501",",,0","19770507","+,,0","19770522","+,,0","","","19770530",",,0","19770531",",,0","-18.9",",0,01,","76",",,0,07,+","8",",,0,22,+","1.0",",,0,30,","2.2",",0,31,","10811.5","0","792.8",",0","3.5",",,,0","","","","","","","35",",,,0","-7.24",",0","-5.24",",,,0","-9.24",",,,0","","","30",",X","","","","","45",",X","","","11.6",",X","","","","","17.5",",X"
"USW00027502","1977-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","0",",0","0",",0","27","","13","","19770601",",,0","19770607","+,,0","19770628","+,,0","","","19770611",",,0","19770613","+,,0","-3.3",",0,01,","0",",T,0,07,+","0",",T,0,28,+","3.0",",,0,11,","6.1",",0,13,+","11327.2","0","515.7",",0","4.8",",,,0","","","","","","","0",",T,,0","1.14",",0","3.01",",,,0","-0.73",",,,0","","","100",",X","","","","","90",",X","","","9.8",",X","","","","","13.9",",X"
"USW00027502","1977-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","19","","12","","19770723","+,,0","19770731","+,,0","19770704",",,0","","","19770705",",,0","19770730",",,0","-1.1",",0,23,+","0",",,0,31,+","3",",,0,04,","1.8",",,0,05,","17.2",",0,30,","450.9","0","450.9",",0","2.4",",,,0","","","","","","","3",",,,0","3.79",",0","6.60",",,,0","0.97",",,,0","","","80",",X","","","","","90",",X","","","11.2",",X","","","","","17.0",",X"
